ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
16969,"Richard Totten ""Dick"" Button",M,18,NA,NA,United States,USA,1948 Winter,1948,Winter,Sankt Moritz,Figure Skating,Figure Skating Men's Singles,Gold
16969,"Richard Totten ""Dick"" Button",M,22,NA,NA,United States,USA,1952 Winter,1952,Winter,Oslo,Figure Skating,Figure Skating Men's Singles,Gold
16973,James Aaron Butts,M,26,188,82,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Triple Jump,Silver
2648,Team Brazil,M,NA,NA,NA,Brazil,BRA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Bronze
15893,"George Philip ""Phil"" Bryant",M,26,NA,NA,Boston Archers,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Team Round,Bronze
16986,"Douglas Raymond ""Doug"" Buxton",M,39,NA,NA,Buraddoo,AUS,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed 5.5 metres,Bronze
16991,Alfred Buyenne,M,NA,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Bronze
17029,Thomas Hedvin Byberg,M,31,NA,NA,Norway,NOR,1948 Winter,1948,Winter,Sankt Moritz,Speed Skating,Speed Skating Men's 500 metres,Silver
17039,Oskar Wilhelm Bye,M,35,NA,NA,Norway,NOR,1906 Summer,1906,Summer,"Athens,GR",Gymnastics,Gymnastics Men's Team All-Around,Gold
17039,Oskar Wilhelm Bye,M,37,NA,NA,Norway,NOR,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Silver
17062,Anatoly Mikhaylovich Bykov,M,22,170,74,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
17062,Anatoly Mikhaylovich Bykov,M,26,170,74,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
17067,Tamara Vladimirovna Bykova,F,29,179,62,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's High Jump,Bronze
17070,Bror Erik Bylhn,M,26,172,61,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
17070,Bror Erik Bylhn,M,30,172,61,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 800 metres,Silver
70134,Ernst Linder,M,56,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold
17077,"Christopher Cornelius ""Chris"" Byrd",M,21,185,75,United States,USA,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,Silver
17078,"Richard Leslie ""Dick"" Byrd",M,19,181,88,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Discus Throw,Silver
17092,"Anthony ""Tony"" Byrne",M,26,NA,NA,Ireland,IRL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Lightweight,Bronze
17095,James Andrew Byrnes,M,25,200,93,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
17095,James Andrew Byrnes,M,29,200,93,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
71145,Alberto Lombardi,M,30,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
17105,Galina Petrovna Bystrova (Dolzhenkova-),F,30,170,65,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Pentathlon,Bronze
17106,Nataliya Bystrova,F,17,175,67,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
17109,Lars Bystl,M,27,179,60,Norway,NOR,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
17109,Lars Bystl,M,27,179,60,Norway,NOR,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze
17125,Denia Caballero Ponce,F,26,175,70,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Bronze
17137,Francisco Cabaas Pardo,M,20,NA,NA,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,Silver
17140,Nuria Cabanillas Provencio,F,15,162,38,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
15897,Wallace Bryant,M,40,169,NA,Boston Archers,USA,1904 Summer,1904,Summer,St. Louis,Archery,Archery Men's Team Round,Bronze
17146,Alba Mara Cabello Rodilla,F,22,163,47,Spain,ESP,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
17146,Alba Mara Cabello Rodilla,F,26,163,47,Spain,ESP,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
17174,Delfo Cabrera Gmez,M,29,172,59,Argentina,ARG,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Marathon,Gold
72356,"Johan August ""ge"" Lundstrm",M,33,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
75895,Hlder Henrique de Souza Martins,M,22,NA,NA,Portugal,POR,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
17213,Fermn Cacho Ruiz,M,23,175,65,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",Gold
17213,Fermn Cacho Ruiz,M,27,175,65,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",Silver
17228,Victor Antoine Jules Cadet,M,21,NA,NA,Tritons Lillois-2,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Silver
17230,Axel Vilhelm Teodor Cadier,M,25,NA,NA,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
17230,Axel Vilhelm Teodor Cadier,M,29,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
17233,Ernest Cadine,M,26,167,82,France,FRA,1920 Summer,1920,Summer,Antwerpen,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
17238,Jrmy Cadot,M,29,185,78,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Silver
17246,"Douglass Pope ""Doug"" Cadwallader",M,20,NA,NA,United States Golf Association-3,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Team,Bronze
17249,John Deere Cady,M,38,NA,NA,Trans-Mississippi Golf Association-2,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Team,Silver
17258,Erin Jane Cafaro (-McKenzie),F,25,175,73,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
17258,Erin Jane Cafaro (-McKenzie),F,29,175,73,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
82686,Jos Paulino Marecos Mouzinho de Albuquerque,M,38,NA,NA,Portugal,POR,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
90594,Charles Ferdinand Pahud de Mortanges,M,27,NA,NA,Netherlands,NED,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
105400,Karl Bertil Sandstrm,M,36,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Dressage, Individual",Silver
17267,Harold D. Cagle,M,22,178,64,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
17271,Franco Giorgio Cagnotto,M,25,163,60,Italy,ITA,1972 Summer,1972,Summer,Munich,Diving,Diving Men's Springboard,Silver
17271,Franco Giorgio Cagnotto,M,25,163,60,Italy,ITA,1972 Summer,1972,Summer,Munich,Diving,Diving Men's Platform,Bronze
17271,Franco Giorgio Cagnotto,M,29,163,60,Italy,ITA,1976 Summer,1976,Summer,Montreal,Diving,Diving Men's Springboard,Silver
17271,Franco Giorgio Cagnotto,M,33,163,60,Italy,ITA,1980 Summer,1980,Summer,Moskva,Diving,Diving Men's Springboard,Bronze
17272,Tania Cagnotto (-Parolin),F,31,160,54,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,Bronze
17272,Tania Cagnotto (-Parolin),F,31,160,54,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Silver
17273,Yav Samuel Sylvain Cahard,M,22,180,86,France,FRA,1980 Summer,1980,Summer,Moskva,Cycling,Cycling Men's Sprint,Silver
17282,Cai Huijue,F,16,174,63,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
17289,Cai Tongtong,F,18,168,48,China,CHN,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
17294,Cai Yalin,M,23,174,60,China,CHN,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold
17299,Cai Yun,M,28,181,68,China-1,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Doubles,Silver
17299,Cai Yun,M,32,181,68,China-1,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Doubles,Gold
17300,Cai Zelin,M,25,175,55,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Silver
17308,Gaston Cailleux,M,NA,NA,NA,Sarcelle-3,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Bronze
17315,"Lawrence J. ""Larry"" Cain",M,21,182,83,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
17315,"Lawrence J. ""Larry"" Cain",M,21,182,83,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
17318,Chiara Cainero,F,30,171,81,Italy,ITA,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Women's Skeet,Gold
17318,Chiara Cainero,F,38,171,81,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,Silver
17324,Maureen Caird (-Jones),F,17,165,52,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,Gold
17327,Christopher Cairns,M,27,177,68,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Multihull,Bronze
17338,Asl akr (-Alptekin),F,26,168,50,Turkey,TUR,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",Gold
17348,David Cal Figueroa,M,21,183,86,Spain,ESP,2004 Summer,2004,Summer,"Athens,GR",Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
17348,David Cal Figueroa,M,21,183,86,Spain,ESP,2004 Summer,2004,Summer,"Athens,GR",Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
17348,David Cal Figueroa,M,25,183,86,Spain,ESP,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
17348,David Cal Figueroa,M,25,183,86,Spain,ESP,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
17348,David Cal Figueroa,M,29,183,86,Spain,ESP,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
17350,Giovanni Calabrese,M,33,184,88,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Bronze
17351,Lucas Calabrese,M,25,168,60,Argentina,ARG,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,Bronze
17357,Jordi Joan Calafat Estelrich,M,24,174,64,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy,Gold
17364,Giampaolo Calanchini,M,23,178,73,Italy,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",Bronze
17364,Giampaolo Calanchini,M,27,178,73,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",Silver
17369,Wladimiro Calarese,M,29,169,77,Italy,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Individual",Bronze
17369,Wladimiro Calarese,M,29,169,77,Italy,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Sabre, Team",Bronze
17369,Wladimiro Calarese,M,34,169,77,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",Silver
17369,Wladimiro Calarese,M,38,169,77,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",Silver
17371,Attilio Calatroni,M,26,174,63,Italy,ITA,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",Silver
3289,Team Germany,M,NA,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Gold
23233,Team Germany,M,NA,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
17388,"David ""Dave"" Calder",M,30,195,90,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Silver
17391,"Stephen ""Steve"" Calder",M,26,204,96,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Bronze
5212,Team USA,M,NA,NA,NA,United States,USA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Gold
17415,Hilary Caldwell,F,25,173,61,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Bronze
17416,Hubert Augustus Caldwell (-Aspinwall),M,20,189,84,United States,USA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold
17419,"John ""Johnny"" Caldwell",M,18,NA,NA,Ireland,IRL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Flyweight,Bronze
17428,Hctor O. Calegaris,M,45,175,75,Tango,ARG,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Three Person Keelboat,Silver
17430,Anton Calenic,M,25,181,78,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
17437,Lee Quincy Calhoun,M,23,185,75,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 110 metres Hurdles,Gold
17437,Lee Quincy Calhoun,M,27,185,75,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,Gold
4042,Team Uruguay,M,NA,NA,NA,Uruguay,URU,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Gold
17453,Irving Romaro Calkins,M,32,NA,NA,United States,USA,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 yards, Team",Gold
17471,Mara Luisa Calle Williams,F,35,170,51,Colombia,COL,2004 Summer,2004,Summer,"Athens,GR",Cycling,Cycling Women's Points Race,Bronze
17479,Els Callens,F,30,177,58,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,Bronze
17487,Novella Calligaris,F,17,163,48,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Freestyle,Silver
17487,Novella Calligaris,F,17,163,48,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 800 metres Freestyle,Bronze
17487,Novella Calligaris,F,17,163,48,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
17492,Eugne Henri Callot,M,20,NA,NA,France,FRA,1896 Summer,1896,Summer,"Athens,GR",Fencing,"Fencing Men's Foil, Individual",Silver
17494,Ashley John Callus,M,21,188,85,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
17494,Ashley John Callus,M,29,188,85,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
17495,Alain Calmat,M,23,NA,NA,France,FRA,1964 Winter,1964,Winter,Innsbruck,Figure Skating,Figure Skating Men's Singles,Silver
17499,George Charles Calnan,M,28,183,NA,United States,USA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Individual",Bronze
17499,George Charles Calnan,M,32,183,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",Bronze
17499,George Charles Calnan,M,32,183,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Bronze
17510,Dyana Jane Calub,F,24,175,69,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
17517,John Selwin Calverley,M,44,NA,NA,Brynhild-2,GBR,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 20+ Ton,Silver
17519,Schillonie Calvert,F,23,166,57,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
17525,Eva Calvo Gmez,F,25,176,57,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Silver
17593,Ivn Cambar Rodrguez,M,28,163,77,Cuba,CUB,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Middleweight,Bronze
17595,Irene Camber-Corno,F,26,169,63,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Women's Foil, Individual",Gold
17595,Irene Camber-Corno,F,34,169,63,Italy,ITA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Team",Bronze
17597,Luigi Cambiaso,M,25,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold
17597,Luigi Cambiaso,M,29,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Gold
17606,Ibrahim Camejo Savas,M,26,180,79,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,Bronze
8220,Team Hungary,M,NA,NA,NA,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Silver
17618,"Bertland ""Bert"" Cameron",M,28,188,79,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
17625,Hilda May Cameron (-Young),F,23,NA,NA,Canada,CAN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
17631,Michelle A. Cameron (-Coulter),F,25,174,59,Canada,CAN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
17636,Tracy Cameron,F,33,172,58,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
17640,Carmelo Flix Camet,M,23,NA,NA,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Foil, Team",Bronze
50209,Team Belgium,M,NA,NA,NA,Belgium,BEL,1948 Winter,1948,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Four,Silver
17647,Tullio Camillotti,M,26,175,98,Italy,ITA,1906 Summer,1906,Summer,"Athens,GR",Weightlifting,"Weightlifting Men's Unlimited, One Hand",Silver
17650,Tiago Henrique de Oliveira Camilo,M,18,180,90,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Lightweight,Silver
17650,Tiago Henrique de Oliveira Camilo,M,26,180,90,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Middleweight,Bronze
17656,Roberto Cammarelle,M,24,190,101.5,Italy,ITA,2004 Summer,2004,Summer,"Athens,GR",Boxing,Boxing Men's Super-Heavyweight,Bronze
17656,Roberto Cammarelle,M,28,190,101.5,Italy,ITA,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Super-Heavyweight,Gold
17656,Roberto Cammarelle,M,31,190,101.5,Italy,ITA,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,Silver
17657,Helmut Cmmerer,M,25,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
17670,Loris Campana,M,25,177,75,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
17678,Alan Campbell,M,29,191,96,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Single Sculls,Bronze
17684,Bronte Campbell,F,22,179,58,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
392,Team Canada,M,NA,NA,NA,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
17687,Cate Natalie Campbell,F,16,186,67,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,Bronze
17687,Cate Natalie Campbell,F,16,186,67,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
17687,Cate Natalie Campbell,F,20,186,67,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
17687,Cate Natalie Campbell,F,24,186,67,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
17687,Cate Natalie Campbell,F,24,186,67,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
17688,Charles Ralph Campbell,M,26,NA,NA,Cobweb-1,GBR,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 8 metres,Gold
17690,"Christopher Lundy ""Chris"" Campbell",M,37,172,90,United States,USA,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
17697,Darren Andrew Campbell,M,27,183,83,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,Silver
14492,Team Australia,M,NA,NA,NA,Australia,AUS,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
17713,Ivor M. Campbell,M,26,170,NA,Canada,CAN,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Silver
17715,Jeannette Morven Campbell (-Peper),F,20,NA,NA,Argentina,ARG,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Women's 100 metres Freestyle,Silver
16397,Team France,M,NA,NA,NA,France,FRA,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Bronze
17722,John Alan Campbell,M,21,NA,84,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,Silver
17732,Luke Campbell,M,24,175,NA,Great Britain,GBR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Bantamweight,Gold
17737,"Milton Gray ""Milt"" Campbell",M,18,190,94,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Decathlon,Silver
17737,"Milton Gray ""Milt"" Campbell",M,22,190,94,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Decathlon,Gold
17750,"Anthony Eugene ""Tonie"" Campbell",M,28,188,77,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,Bronze
17755,Veronica Angella Campbell-Brown,F,18,168,58,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
17755,Veronica Angella Campbell-Brown,F,22,168,58,Jamaica,JAM,2004 Summer,2004,Summer,"Athens,GR",Athletics,Athletics Women's 100 metres,Bronze
17755,Veronica Angella Campbell-Brown,F,22,168,58,Jamaica,JAM,2004 Summer,2004,Summer,"Athens,GR",Athletics,Athletics Women's 200 metres,Gold
17755,Veronica Angella Campbell-Brown,F,22,168,58,Jamaica,JAM,2004 Summer,2004,Summer,"Athens,GR",Athletics,Athletics Women's 4 x 100 metres Relay,Gold
17755,Veronica Angella Campbell-Brown,F,26,168,58,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 200 metres,Gold
17755,Veronica Angella Campbell-Brown,F,30,168,58,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres,Bronze
17755,Veronica Angella Campbell-Brown,F,30,168,58,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
17755,Veronica Angella Campbell-Brown,F,34,168,58,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
17759,Erich Campe,M,20,183,NA,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Silver
114189,Axel Reinhold Sthle,M,33,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
17774,Alisa Peta Camplin (-Warner),F,27,157,49,Australia,AUS,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Aerials,Gold
17774,Alisa Peta Camplin (-Warner),F,31,157,49,Australia,AUS,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Women's Aerials,Bronze
17815,Niccol Campriani,M,24,177,80,Italy,ITA,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver
17815,Niccol Campriani,M,24,177,80,Italy,ITA,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
17815,Niccol Campriani,M,28,177,80,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold
17815,Niccol Campriani,M,28,177,80,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
17835,Eyp Can,M,19,165,51,Turkey,TUR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,Bronze
17857,Fabian Cancellara,M,27,186,81,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Road Race, Individual",Silver
17857,Fabian Cancellara,M,27,186,81,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Individual Time Trial,Gold
